a-hydrocort	A-HYDROCORT
quinact	QUINACT
quinaglute	QUINAGLUTE
quinapril hydrochloride	QUINAPRIL HYDROCHLORIDE
quinapril hydrochloride and hydrochlorothiazide	QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE
quinestrol	QUINESTROL
quinethazone	QUINETHAZONE
quinidine gluconate	QUINIDINE GLUCONATE
quinidine polygalacturonate	QUINIDINE POLYGALACTURONATE
quinidine sulfate	QUINIDINE SULFATE
quinine sulfate	QUININE SULFATE
quiofic	QUIOFIC
qulipta	QULIPTA
qutenza	QUTENZA
quzyttir	QUZYTTIR
qvar 40	QVAR 40
qvar 80	QVAR 80
qvar redihaler	QVAR REDIHALER
r-p mycin	R-P MYCIN
rabeprazole sodium	RABEPRAZOLE SODIUM
radium ra-223 dichloride	RADIUM RA-223 DICHLORIDE
raldesy	RALDESY
raloxifene hydrochloride	RALOXIFENE HYDROCHLORIDE
ramelteon	RAMELTEON
ramipril	RAMIPRIL
ramucirumab	RAMUCIRUMAB
ranibizumab	RANIBIZUMAB
ranibizumab-hkdz	RANIBIZUMAB-HKDZ
ranibizumab-leyk	RANIBIZUMAB-LEYK
ranitidine	RANITIDINE
ranitidine hydrochloride	RANITIDINE HYDROCHLORIDE
ranluspec	RANLUSPEC
ranolazine	RANOLAZINE
rapacuronium bromide	RAPACURONIUM BROMIDE
raplon	RAPLON
rasagiline mesylate	RASAGILINE MESYLATE
rauwolfia serpentina	RAUWOLFIA SERPENTINA
rauwolfia serpentina root	RAUWOLFIA SERPENTINA ROOT
ravicti	RAVICTI
ravulizumab-cwvz	RAVULIZUMAB-CWVZ
raxar	RAXAR
raxibacumab	RAXIBACUMAB
razadyne er	RAZADYNE ER
recarbrio	RECARBRIO
redemplo	REDEMPLO
reditrex	REDITREX
regadenoson	REGADENOSON
reglan	REGLAN
regonol	REGONOL
regorafenib	REGORAFENIB
regroton	REGROTON
rela	RELA
relafen	RELAFEN
relebactam	RELEBACTAM
releuko	RELEUKO
relistor	RELISTOR
remdesivir	REMDESIVIR
remeron	REMERON
remifentanil hydrochloride	REMIFENTANIL HYDROCHLORIDE
remodulin	REMODULIN
renese-r	RENESE-R
renflexis	RENFLEXIS
reno-30	RENO-30
reno-60	RENO-60
reno-dip	RENO-DIP
renografin-60	RENOGRAFIN-60
renografin-76	RENOGRAFIN-76
renotec	RENOTEC
renovist	RENOVIST
renovist ii	RENOVIST II
renvela	RENVELA
repaglinide	REPAGLINIDE
repatha	REPATHA
repository corticotropin	REPOSITORY CORTICOTROPIN
repotrectinib	REPOTRECTINIB
requip	REQUIP
rescinnamine	RESCINNAMINE
resectisol in plastic container	RESECTISOL IN PLASTIC CONTAINER
reserpine	RESERPINE
reserpine and hydrochlorothiazide	RESERPINE AND HYDROCHLOROTHIAZIDE
reserpine and hydroflumethiazide	RESERPINE AND HYDROFLUMETHIAZIDE
reserpine, hydralazine hydrochloride and hydrochlorothiazide	RESERPINE, HYDRALAZINE HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE
reslizumab	RESLIZUMAB
resmetirom	RESMETIROM
restasis	RESTASIS
restasis multidose	RESTASIS MULTIDOSE
restoril	RESTORIL
retacrit	RETACRIT
retapamulin	RETAPAMULIN
retevmo	RETEVMO
retin-a	RETIN-A
revcovi	REVCOVI
reversol	REVERSOL
revex	REVEX
revia	REVIA
rextovy	REXTOVY
reyataz	REYATAZ
rezdiffra	REZDIFFRA
rezipas	REZIPAS
rezipres	REZIPRES
rezira	REZIRA
rezulin	REZULIN
rezurock	REZUROCK
rhinocort	RHINOCORT
rhinocort allergy	RHINOCORT ALLERGY
ribasphere	RIBASPHERE
ribavirin	RIBAVIRIN
ribociclib succinate	RIBOCICLIB SUCCINATE
riboflavin	RIBOFLAVIN
riboflavin 5'-phosphate sodium	RIBOFLAVIN 5'-PHOSPHATE SODIUM
rifabutin	RIFABUTIN
rifadin	RIFADIN
rifamate	RIFAMATE
rifampin	RIFAMPIN
rifampin and isoniazid	RIFAMPIN AND ISONIAZID
rifaximin	RIFAXIMIN
rilonacept	RILONACEPT
rilpivirine	RILPIVIRINE
rilpivirine hydrochloride	RILPIVIRINE HYDROCHLORIDE
riluzole	RILUZOLE
rimactane	RIMACTANE
rimegepant sulfate	RIMEGEPANT SULFATE
ringer's in plastic container	RINGER'S IN PLASTIC CONTAINER
rinvoq	RINVOQ
riomet	RIOMET
ripretinib	RIPRETINIB
risankizumab-rzaa	RISANKIZUMAB-RZAA
risdiplam	RISDIPLAM
risedronate sodium	RISEDRONATE SODIUM
risperdal	RISPERDAL
risperdal consta	RISPERDAL CONSTA
risperidone	RISPERIDONE
ritalin la	RITALIN LA
ritalin-sr	RITALIN-SR
ritodrine hydrochloride	RITODRINE HYDROCHLORIDE
ritonavir	RITONAVIR
rituxan hycela	RITUXAN HYCELA
rituximab	RITUXIMAB
rituximab-abbs	RITUXIMAB-ABBS
rituximab-pvvr	RITUXIMAB-PVVR
rivaroxaban	RIVAROXABAN
rivastigmine	RIVASTIGMINE
rivastigmine tartrate	RIVASTIGMINE TARTRATE
rivive	RIVIVE
rizatriptan benzoate	RIZATRIPTAN BENZOATE
robaxin	ROBAXIN
robaxin-750	ROBAXIN-750
robimycin	ROBIMYCIN
robinul	ROBINUL
rocklatan	ROCKLATAN
rocuronium bromide	ROCURONIUM BROMIDE
rofecoxib	ROFECOXIB
roflumilast	ROFLUMILAST
rogaine (for men)	ROGAINE (FOR MEN)
rogaine (for women)	ROGAINE (FOR WOMEN)
romidepsin	ROMIDEPSIN
romiplostim	ROMIPLOSTIM
romosozumab-aqqg	ROMOSOZUMAB-AQQG
ropinirole hydrochloride	ROPINIROLE HYDROCHLORIDE
ropivacaine hydrochloride	ROPIVACAINE HYDROCHLORIDE
rose bengal sodium i-131	ROSE BENGAL SODIUM I-131
rosiglitazone	ROSIGLITAZONE
rosiglitazone maleate	ROSIGLITAZONE MALEATE
rosiglitazone maleate and metformin hydrochloride	ROSIGLITAZONE MALEATE AND METFORMIN HYDROCHLORIDE
rosuvastatin calcium	ROSUVASTATIN CALCIUM
rosuvastatin zinc	ROSUVASTATIN ZINC
rowasa	ROWASA
roxicodone	ROXICODONE
rozlytrek	ROZLYTREK
rubidium chloride rb-82	RUBIDIUM CHLORIDE RB-82
ruby-fill	RUBY-FILL
rufinamide	RUFINAMIDE
ruvite	RUVITE
ruxience	RUXIENCE
ruxolitinib phosphate	RUXOLITINIB PHOSPHATE
ruzurgi	RUZURGI
ryaltris	RYALTRIS
ryanodex	RYANODEX
rybelsus	RYBELSUS
rybix odt	RYBIX ODT
rybrevant faspro	RYBREVANT FASPRO
rytelo	RYTELO
sacituzumab govitecan-hziy	SACITUZUMAB GOVITECAN-HZIY
sacubitril	SACUBITRIL
sacubitril and valsartan	SACUBITRIL AND VALSARTAN
safflower oil	SAFFLOWER OIL
safinamide	SAFINAMIDE
safinamide mesylate	SAFINAMIDE MESYLATE
salmeterol xinafoate	SALMETEROL XINAFOATE
salonpas	SALONPAS
salutensin	SALUTENSIN
salutensin-demi	SALUTENSIN-DEMI
sanctura	SANCTURA
sandostatin lar	SANDOSTATIN LAR
sansert	SANSERT
saphnelo	SAPHNELO
sapropterin dihydrochloride	SAPROPTERIN DIHYDROCHLORIDE
sarafem	SARAFEM
sarclisa	SARCLISA
sarilumab	SARILUMAB
savaysa	SAVAYSA
saxagliptin	SAXAGLIPTIN
saxagliptin and metformin hydrochloride	SAXAGLIPTIN AND METFORMIN HYDROCHLORIDE
saxagliptin hydrochloride	SAXAGLIPTIN HYDROCHLORIDE
saxagliptin;metformin hydrochloride	SAXAGLIPTIN;METFORMIN HYDROCHLORIDE
scabene	SCABENE
sclerosol	SCLEROSOL
scopolamine	SCOPOLAMINE
sebelipase alfa	SEBELIPASE ALFA
secnidazole	SECNIDAZOLE
secobarbital sodium	SECOBARBITAL SODIUM
seconal sodium	SECONAL SODIUM
secretin synthetic human	SECRETIN SYNTHETIC HUMAN
secukinumab	SECUKINUMAB
sedapap	SEDAPAP
seebri neohaler	SEEBRI NEOHALER
seffin	SEFFIN
segesterone acetate	SEGESTERONE ACETATE
selegiline	SELEGILINE
selegiline hydrochloride	SELEGILINE HYDROCHLORIDE
selenious acid	SELENIOUS ACID
selenium sulfide	SELENIUM SULFIDE
selenomethionine se 75	SELENOMETHIONINE SE 75
selenomethionine se-75	SELENOMETHIONINE SE-75
selexipag	SELEXIPAG
selpercatinib	SELPERCATINIB
selsun	SELSUN
selumetinib	SELUMETINIB
selumetinib sulfate	SELUMETINIB SULFATE
selzentry	SELZENTRY
semaglutide	SEMAGLUTIDE
sensipar	SENSIPAR
sensorcaine	SENSORCAINE
septocaine	SEPTOCAINE
serentil	SERENTIL
serevent	SEREVENT
serophene	SEROPHENE
seroquel xr	SEROQUEL XR
serpalan	SERPALAN
serpasil-apresoline	SERPASIL-APRESOLINE
sertraline hydrochloride	SERTRALINE HYDROCHLORIDE
sethotope	SETHOTOPE
sevabertinib	SEVABERTINIB
sevelamer carbonate	SEVELAMER CARBONATE
sevelamer hydrochloride	SEVELAMER HYDROCHLORIDE
sevoflurane	SEVOFLURANE
shade uvaguard	SHADE UVAGUARD
sibeprenlimab-szsi	SIBEPRENLIMAB-SZSI
signifor	SIGNIFOR
signifor lar kit	SIGNIFOR LAR KIT
sildenafil citrate	SILDENAFIL CITRATE
silenor	SILENOR
siliq	SILIQ
silodosin	SILODOSIN
siltuximab	SILTUXIMAB
silvadene	SILVADENE
silver sulfadiazine	SILVER SULFADIAZINE
simeprevir sodium	SIMEPREVIR SODIUM
simethicone	SIMETHICONE
simponi	SIMPONI
simponi aria	SIMPONI ARIA
simvastatin	SIMVASTATIN
sincalide	SINCALIDE
sinuva	SINUVA
siponimod	SIPONIMOD
sirolimus	SIROLIMUS
sitagliptin	SITAGLIPTIN
sitagliptin and metformin hydrochloride	SITAGLIPTIN AND METFORMIN HYDROCHLORIDE
sitagliptin hydrochloride	SITAGLIPTIN HYDROCHLORIDE
sitagliptin phosphate	SITAGLIPTIN PHOSPHATE
sitagliptin phosphate and metformin hydrochloride	SITAGLIPTIN PHOSPHATE AND METFORMIN HYDROCHLORIDE
sitagliptin phosphate anhydrous, metformin hydrochloride	SITAGLIPTIN PHOSPHATE ANHYDROUS, METFORMIN HYDROCHLORIDE
skyla	SKYLA
skyrizi	SKYRIZI
slo-bid	SLO-BID
slow-k	SLOW-K
slynd	SLYND
soaanz	SOAANZ
sodium acetate	SODIUM ACETATE
sodium ascorbate	SODIUM ASCORBATE
sodium benzoate	SODIUM BENZOATE
sodium bicarbonate	SODIUM BICARBONATE
sodium bicarbonate in plastic container	SODIUM BICARBONATE IN PLASTIC CONTAINER
sodium butabarbital	SODIUM BUTABARBITAL
sodium carbonate	SODIUM CARBONATE
sodium chloride	SODIUM CHLORIDE
sodium chloride 0.45% in plastic container	SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER
sodium chloride 0.9%	SODIUM CHLORIDE 0.9%
sodium chloride 0.9% and potassium chloride 0.075%	SODIUM CHLORIDE 0.9% AND POTASSIUM CHLORIDE 0.075%
sodium chloride 0.9% and potassium chloride 0.075% in plastic container	SODIUM CHLORIDE 0.9% AND POTASSIUM CHLORIDE 0.075% IN PLASTIC CONTAINER
sodium chloride 0.9% and potassium chloride 0.15% in plastic container	SODIUM CHLORIDE 0.9% AND POTASSIUM CHLORIDE 0.15% IN PLASTIC CONTAINER
sodium chloride 0.9% and potassium chloride 0.22% in plastic container	SODIUM CHLORIDE 0.9% AND POTASSIUM CHLORIDE 0.22% IN PLASTIC CONTAINER
sodium chloride 0.9% and potassium chloride 0.3% in plastic container	SODIUM CHLORIDE 0.9% AND POTASSIUM CHLORIDE 0.3% IN PLASTIC CONTAINER
sodium chloride 0.9% in plastic container	SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER
sodium chloride 14.6%	SODIUM CHLORIDE 14.6%
sodium chloride 23.4%	SODIUM CHLORIDE 23.4%
sodium chloride 3% in plastic container	SODIUM CHLORIDE 3% IN PLASTIC CONTAINER
sodium chloride 5% in plastic container	SODIUM CHLORIDE 5% IN PLASTIC CONTAINER
sodium chromate cr 51	SODIUM CHROMATE CR 51
sodium chromate cr-51	SODIUM CHROMATE CR-51
sodium citrate	SODIUM CITRATE
sodium fluoride	SODIUM FLUORIDE
sodium fluoride f-18	SODIUM FLUORIDE F-18
sodium gluconate	SODIUM GLUCONATE
sodium iodide i 123	SODIUM IODIDE I 123
sodium iodide i 131	SODIUM IODIDE I 131
sodium iodide i-123	SODIUM IODIDE I-123
sodium iodide i-131	SODIUM IODIDE I-131
sodium lactate	SODIUM LACTATE
sodium lactate 1/6 molar in plastic container	SODIUM LACTATE 1/6 MOLAR IN PLASTIC CONTAINER
sodium nitroprusside	SODIUM NITROPRUSSIDE
sodium oxybate	SODIUM OXYBATE
sodium pentobarbital	SODIUM PENTOBARBITAL
sodium pertechnetate tc 99m	SODIUM PERTECHNETATE TC 99M
sodium phenylacetate	SODIUM PHENYLACETATE
sodium phenylacetate and sodium benzoate	SODIUM PHENYLACETATE AND SODIUM BENZOATE
sodium phenylbutyrate	SODIUM PHENYLBUTYRATE
sodium phosphate	SODIUM PHOSPHATE
sodium phosphate p 32	SODIUM PHOSPHATE P 32
sodium phosphate p-32	SODIUM PHOSPHATE P-32
sodium phosphate, dibasic, heptahydrate	SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE
sodium phosphate, monobasic, monohydrate	SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE
sodium phosphates	SODIUM PHOSPHATES
sodium picosulfate	SODIUM PICOSULFATE
sodium picosulfate, magnesium oxide and anhydrous citric acid	SODIUM PICOSULFATE, MAGNESIUM OXIDE AND ANHYDROUS CITRIC ACID
sodium rose bengal i 131	SODIUM ROSE BENGAL I 131
sodium succinate	SODIUM SUCCINATE
sodium sulfacetamide	SODIUM SULFACETAMIDE
sodium sulfate	SODIUM SULFATE
sodium sulfate anhydrous	SODIUM SULFATE ANHYDROUS
sodium sulfate, magnesium sulfate and potassium chloride	SODIUM SULFATE, MAGNESIUM SULFATE AND POTASSIUM CHLORIDE
sodium sulfate, potassium sulfate and magnesium sulfate	SODIUM SULFATE, POTASSIUM SULFATE AND MAGNESIUM SULFATE
sodium thiosulfate	SODIUM THIOSULFATE
sodium zirconium cyclosilicate	SODIUM ZIRCONIUM CYCLOSILICATE
sofdra	SOFDRA
sofosbuvir	SOFOSBUVIR
sofpironium bromide	SOFPIRONIUM BROMIDE
sohonos	SOHONOS
solage	SOLAGE
solaraze	SOLARAZE
solifenacin succinate	SOLIFENACIN SUCCINATE
soliqua 100/33	SOLIQUA 100/33
soliris	SOLIRIS
solosec	SOLOSEC
solriamfetol	SOLRIAMFETOL
solriamfetol hydrochloride	SOLRIAMFETOL HYDROCHLORIDE
soluprep s	SOLUPREP S
soma	SOMA
soma compound	SOMA COMPOUND
somatropin	SOMATROPIN
somatropin recombinant	SOMATROPIN RECOMBINANT
somatropin [rdna origin]	SOMATROPIN [rDNA origin]
somophyllin	SOMOPHYLLIN
somophyllin-crt	SOMOPHYLLIN-CRT
somophyllin-df	SOMOPHYLLIN-DF
somophyllin-t	SOMOPHYLLIN-T
sonazine	SONAZINE
soolantra	SOOLANTRA
sorafenib tosylate	SORAFENIB TOSYLATE
sorbitol	SORBITOL
sorbitol 3% in plastic container	SORBITOL 3% IN PLASTIC CONTAINER
sorbitrate	SORBITRATE
soriatane	SORIATANE
sotalol hydrochloride	SOTALOL HYDROCHLORIDE
sotylize	SOTYLIZE
soyacal 10%	SOYACAL 10%
soybean oil	SOYBEAN OIL
sparsentan	SPARSENTAN
spectazole	SPECTAZOLE
spectinomycin hydrochloride	SPECTINOMYCIN HYDROCHLORIDE
spectrobid	SPECTROBID
spinosad	SPINOSAD
spiriva respimat	SPIRIVA RESPIMAT
spironolactone	SPIRONOLACTONE
spironolactone and hydrochlorothiazide	SPIRONOLACTONE AND HYDROCHLOROTHIAZIDE
spironolactone w/ hydrochlorothiazide	SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE
sporanox	SPORANOX
spritam	SPRITAM
sprix	SPRIX
sprx-3	SPRX-3
sprycel	SPRYCEL
stadol	STADOL
stadol preservative free	STADOL PRESERVATIVE FREE
stanozolol	STANOZOLOL
starjemza	STARJEMZA
staticin	STATICIN
statobex	STATOBEX
statobex-g	STATOBEX-G
statrol	STATROL
stavudine	STAVUDINE
stavudine; lamivudine	STAVUDINE; LAMIVUDINE
stavudine; lamivudine; nevirapine	STAVUDINE; LAMIVUDINE; NEVIRAPINE
stelara	STELARA
sterane	STERANE
sterile water	STERILE WATER
sterile water for injection	STERILE WATER FOR INJECTION
sterile water for injection in plastic container	STERILE WATER FOR INJECTION IN PLASTIC CONTAINER
sterile water for irrigation	STERILE WATER FOR IRRIGATION
sterile water in plastic container	STERILE WATER IN PLASTIC CONTAINER
steritalc	STERITALC
stilbestrol	STILBESTROL
stilbetin	STILBETIN
stiolto respimat	STIOLTO RESPIMAT
stiripentol	STIRIPENTOL
stivarga	STIVARGA
strensiq	STRENSIQ
streptomycin sulfate	STREPTOMYCIN SULFATE
strifon forte dsc	STRIFON FORTE DSC
strontium chloride sr-89	STRONTIUM CHLORIDE SR-89
sublimaze preservative free	SUBLIMAZE PRESERVATIVE FREE
suboxone	SUBOXONE
succimer	SUCCIMER
succinylcholine chloride	SUCCINYLCHOLINE CHLORIDE
suclear	SUCLEAR
sucralfate	SUCRALFATE
sufentanil citrate	SUFENTANIL CITRATE
sugammadex	SUGAMMADEX
sugammadex sodium	SUGAMMADEX SODIUM
sulbactam sodium	SULBACTAM SODIUM
sulfacetamide	SULFACETAMIDE
sulfacetamide sodium	SULFACETAMIDE SODIUM
sulfacetamide sodium and prednisolone sodium phosphate	SULFACETAMIDE SODIUM AND PREDNISOLONE SODIUM PHOSPHATE
sulfadoxine	SULFADOXINE
sulfair 10	SULFAIR 10
sulfamerazine	SULFAMERAZINE
sulfamethazine)	SULFAMETHAZINE)
sulfamethoxazole	SULFAMETHOXAZOLE
sulfamethoxazole and trimethoprim	SULFAMETHOXAZOLE AND TRIMETHOPRIM
sulfamethoxazole and trimethoprim double strength	SULFAMETHOXAZOLE AND TRIMETHOPRIM DOUBLE STRENGTH
sulfamylon	SULFAMYLON
sulfanilamide	SULFANILAMIDE
sulfasalazine	SULFASALAZINE
sulfathiazole)	SULFATHIAZOLE)
sulfinpyrazone	SULFINPYRAZONE
sulfisoxazole	SULFISOXAZOLE
sulfisoxazole acetyl	SULFISOXAZOLE ACETYL
sulfisoxazole diolamine	SULFISOXAZOLE DIOLAMINE
sulfoxone sodium	SULFOXONE SODIUM
sulfur	SULFUR
sulfur hexafluoride lipid-type a microspheres	SULFUR HEXAFLUORIDE LIPID-TYPE A MICROSPHERES
sulindac	SULINDAC
sulopenem etzadroxil	SULOPENEM ETZADROXIL
sumatriptan	SUMATRIPTAN
sumatriptan and naproxen sodium	SUMATRIPTAN AND NAPROXEN SODIUM
sumatriptan succinate	SUMATRIPTAN SUCCINATE
sunitinib malate	SUNITINIB MALATE
sunlenca	SUNLENCA
sunvozertinib	SUNVOZERTINIB
supprelin la	SUPPRELIN LA
suprax	SUPRAX
suprep bowel prep kit	SUPREP BOWEL PREP KIT
surital	SURITAL
sustiva	SUSTIVA
sustol	SUSTOL
sutab	SUTAB
sutent	SUTENT
suzetrigine	SUZETRIGINE
syeda	SYEDA
sylvant	SYLVANT
symfi lo	SYMFI LO
symjepi	SYMJEPI
symlin	SYMLIN
symmetrel	SYMMETREL
synalgos-dc	SYNALGOS-DC
synarel	SYNAREL
syndros	SYNDROS
synera	SYNERA
synjardy xr	SYNJARDY XR
synkayvite	SYNKAYVITE
synribo	SYNRIBO
syntocinon	SYNTOCINON
syprine	SYPRINE
t-phyl	T-PHYL
t-stat	T-STAT
tacrolimus	TACROLIMUS
tadalafil	TADALAFIL
tafamidis meglumine	TAFAMIDIS MEGLUMINE
tafinlar	TAFINLAR
tafluprost	TAFLUPROST
tagamet	TAGAMET
tagraxofusp-erzs	TAGRAXOFUSP-ERZS
takhzyro	TAKHZYRO
talc	TALC
taletrectinib adipate	TALETRECTINIB ADIPATE
taliglucerase alfa	TALIGLUCERASE ALFA
taltz	TALTZ
talwin compound	TALWIN COMPOUND
tambocor	TAMBOCOR
tamiflu	TAMIFLU
tamoxifen citrate	TAMOXIFEN CITRATE
tamsulosin hydrochloride	TAMSULOSIN HYDROCHLORIDE
tanzeum	TANZEUM
tao	TAO
tapentadol hydrochloride	TAPENTADOL HYDROCHLORIDE
taractan	TARACTAN
tartaric acid	TARTARIC ACID
tauvid	TAUVID
tavaborole	TAVABOROLE
tavalisse	TAVALISSE
taxol	TAXOL
taytulla	TAYTULLA
tazarotene	TAZAROTENE
tazemetostat hydrobromide	TAZEMETOSTAT HYDROBROMIDE
tazicef	TAZICEF
tazidime in plastic container	TAZIDIME IN PLASTIC CONTAINER
tazobactam sodium	TAZOBACTAM SODIUM
taztia xt	TAZTIA XT
tazverik	TAZVERIK
tbo-filgrastim	TBO-FILGRASTIM
tebipenem, pivoxil	TEBIPENEM, PIVOXIL
tecentriq	TECENTRIQ
technegas kit	TECHNEGAS KIT
technescan mag3	TECHNESCAN MAG3
technetium tc 99m diphosphonate-tin kit	TECHNETIUM TC 99M DIPHOSPHONATE-TIN KIT
technetium tc 99m mertiatide kit	TECHNETIUM TC 99M MERTIATIDE KIT
technetium tc 99m sestamibi	TECHNETIUM TC 99M SESTAMIBI
technetium tc-99m albumin colloid kit	TECHNETIUM TC-99M ALBUMIN COLLOID KIT
technetium tc-99m apcitide	TECHNETIUM TC-99M APCITIDE
technetium tc-99m bicisate kit	TECHNETIUM TC-99M BICISATE KIT
technetium tc-99m depreotide	TECHNETIUM TC-99M DEPREOTIDE
technetium tc-99m disofenin kit	TECHNETIUM TC-99M DISOFENIN KIT
technetium tc-99m etidronate kit	TECHNETIUM TC-99M ETIDRONATE KIT
technetium tc-99m ferpentetate kit	TECHNETIUM TC-99M FERPENTETATE KIT
technetium tc-99m labeled carbon	TECHNETIUM TC-99M LABELED CARBON
technetium tc-99m mebrofenin	TECHNETIUM TC-99M MEBROFENIN
technetium tc-99m mebrofenin kit	TECHNETIUM TC-99M MEBROFENIN KIT
technetium tc-99m medronate kit	TECHNETIUM TC-99M MEDRONATE KIT
technetium tc-99m mertiatide kit	TECHNETIUM TC-99M MERTIATIDE KIT
technetium tc-99m pentetate kit	TECHNETIUM TC-99M PENTETATE KIT
technetium tc-99m sestamibi kit	TECHNETIUM TC-99M SESTAMIBI KIT
technetium tc-99m sodium pertechnetate	TECHNETIUM TC-99M SODIUM PERTECHNETATE
technetium tc-99m sodium pertechnetate generator	TECHNETIUM TC-99M SODIUM PERTECHNETATE GENERATOR
technetium tc-99m sulfur colloid kit	TECHNETIUM TC-99M SULFUR COLLOID KIT
technetium tc-99m tilmanocept	TECHNETIUM TC-99M TILMANOCEPT
technetium tc99m mertiatide kit	TECHNETIUM TC99M MERTIATIDE KIT
technivie	TECHNIVIE
tecovirimat	TECOVIRIMAT
teebacin	TEEBACIN
tekturna	TEKTURNA
telavancin	TELAVANCIN
telbivudine	TELBIVUDINE
telmisartan	TELMISARTAN
telmisartan and amlodipine	TELMISARTAN AND AMLODIPINE
telmisartan and hydrochlorothiazide	TELMISARTAN AND HYDROCHLOROTHIAZIDE
temaz	TEMAZ
temazepam	TEMAZEPAM
temovate e	TEMOVATE E
temozolomide	TEMOZOLOMIDE
tenex	TENEX
tenofovir	TENOFOVIR
tenofovir alafenamide	TENOFOVIR ALAFENAMIDE
tenofovir alafenamide fumarate	TENOFOVIR ALAFENAMIDE FUMARATE
tenofovir disoproxil fumarate	TENOFOVIR DISOPROXIL FUMARATE
tenoretic 100	TENORETIC 100
tenoretic 50	TENORETIC 50
tensilon	TENSILON
tensilon preservative free	TENSILON PRESERVATIVE FREE
tepadina	TEPADINA
tepadina and sodium chloride	TEPADINA AND SODIUM CHLORIDE
tepanil	TEPANIL
terazol 3	TERAZOL 3
terazosin hydrochloride	TERAZOSIN HYDROCHLORIDE
terbinafine	TERBINAFINE
terbinafine hydrochloride	TERBINAFINE HYDROCHLORIDE
terbutaline sulfate	TERBUTALINE SULFATE
terconazole	TERCONAZOLE
teriflunomide	TERIFLUNOMIDE
teril	TERIL
teriparatide	TERIPARATIDE
teriparatide acetate	TERIPARATIDE ACETATE
terramycin w/ polymyxin	TERRAMYCIN W/ POLYMYXIN
teslac	TESLAC
teslascan	TESLASCAN
testolactone	TESTOLACTONE
testosterone	TESTOSTERONE
testosterone cypionate	TESTOSTERONE CYPIONATE
testosterone cypionate-estradiol cypionate	TESTOSTERONE CYPIONATE-ESTRADIOL CYPIONATE
testosterone enanthate	TESTOSTERONE ENANTHATE
testosterone propionate	TESTOSTERONE PROPIONATE
testosterone undecanoate	TESTOSTERONE UNDECANOATE
testred	TESTRED
tetrabenazine	TETRABENAZINE
tetracaine	TETRACAINE
tetracycline hydrochloride	TETRACYCLINE HYDROCHLORIDE
tetracycline phosphate complex	TETRACYCLINE PHOSPHATE COMPLEX
tetracyn	TETRACYN
tetrahydrozoline hydrochloride	TETRAHYDROZOLINE HYDROCHLORIDE
tetrex	TETREX
teveten hct	TEVETEN HCT
tevimbra	TEVIMBRA
texacort	TEXACORT
tezacaftor	TEZACAFTOR
tezruly	TEZRULY
thallous chloride tl 201	THALLOUS CHLORIDE TL 201
thallous chloride tl-201	THALLOUS CHLORIDE TL-201
theo-24	THEO-24
theobid	THEOBID
theoclear l.a.-130	THEOCLEAR L.A.-130
theoclear l.a.-260	THEOCLEAR L.A.-260
theoclear-80	THEOCLEAR-80
theolair	THEOLAIR
theolixir	THEOLIXIR
theophyl	THEOPHYL
theophyl-225	THEOPHYL-225
theophyl-sr	THEOPHYL-SR
theophylline	THEOPHYLLINE
theophylline 0.2% and dextrose 5% in plastic container	THEOPHYLLINE 0.2% AND DEXTROSE 5% IN PLASTIC CONTAINER
theophylline 0.4% and dextrose 5% in plastic container	THEOPHYLLINE 0.4% AND DEXTROSE 5% IN PLASTIC CONTAINER
theophylline and dextrose 5% in plastic container	THEOPHYLLINE AND DEXTROSE 5% IN PLASTIC CONTAINER
theophylline in dextrose 5% in plastic container	THEOPHYLLINE IN DEXTROSE 5% IN PLASTIC CONTAINER
theophylline sodium glycinate	THEOPHYLLINE SODIUM GLYCINATE
theophylline-sr	THEOPHYLLINE-SR
theovent	THEOVENT
theroxidil	THEROXIDIL
thiabendazole	THIABENDAZOLE
thiamine	THIAMINE
thiamine hydrochloride	THIAMINE HYDROCHLORIDE
thiamylal sodium	THIAMYLAL SODIUM
thiethylperazine maleate	THIETHYLPERAZINE MALEATE
thiopental sodium	THIOPENTAL SODIUM
thioridazine	THIORIDAZINE
thioridazine hydrochloride	THIORIDAZINE HYDROCHLORIDE
thioridazine hydrochloride intensol	THIORIDAZINE HYDROCHLORIDE INTENSOL
thiotepa	THIOTEPA
thiothixene	THIOTHIXENE
thiothixene hydrochloride	THIOTHIXENE HYDROCHLORIDE
thonzonium bromide	THONZONIUM BROMIDE
thrive	THRIVE
tiagabine hydrochloride	TIAGABINE HYDROCHLORIDE
ticagrelor	TICAGRELOR
ticar	TICAR
ticarcillin disodium	TICARCILLIN DISODIUM
ticlopidine hydrochloride	TICLOPIDINE HYDROCHLORIDE
tigan	TIGAN
tigecycline	TIGECYCLINE
tilade	TILADE
tildrakizumab-asmn	TILDRAKIZUMAB-ASMN
timolide 10-25	TIMOLIDE 10-25
timolol maleate	TIMOLOL MALEATE
timoptic in ocudose	TIMOPTIC IN OCUDOSE
tindamax	TINDAMAX
tinidazole	TINIDAZOLE
